song,album,prev,lyric,next
Song Of Joy,Murder Ballads,,"Have mercy on me, sir",Allow me to impose on you
Song Of Joy,Murder Ballads,"Have mercy on me, sir",Allow me to impose on you,I have no place to stay
Song Of Joy,Murder Ballads,Allow me to impose on you,I have no place to stay,And my bones are cold right through
Song Of Joy,Murder Ballads,I have no place to stay,And my bones are cold right through,I will tell you a story
Song Of Joy,Murder Ballads,And my bones are cold right through,I will tell you a story,Of a man and his family
Song Of Joy,Murder Ballads,I will tell you a story,Of a man and his family,And I swear that it is true
Song Of Joy,Murder Ballads,Of a man and his family,And I swear that it is true,
Song Of Joy,Murder Ballads,And I swear that it is true,,Ten years ago I met a girl named Joy
Song Of Joy,Murder Ballads,,Ten years ago I met a girl named Joy,She was a sweet and happy thing
Song Of Joy,Murder Ballads,Ten years ago I met a girl named Joy,She was a sweet and happy thing,Her eyes were bright blue jewels
Song Of Joy,Murder Ballads,She was a sweet and happy thing,Her eyes were bright blue jewels,And we were married in the spring
Song Of Joy,Murder Ballads,Her eyes were bright blue jewels,And we were married in the spring,I had no idea what happiness a little love could bring
Song Of Joy,Murder Ballads,And we were married in the spring,I had no idea what happiness a little love could bring,Or what life had in store
Song Of Joy,Murder Ballads,I had no idea what happiness a little love could bring,Or what life had in store,But all things move toward their end
Song Of Joy,Murder Ballads,Or what life had in store,But all things move toward their end,All things move toward their end
Song Of Joy,Murder Ballads,But all things move toward their end,All things move toward their end,On that you can be sure
Song Of Joy,Murder Ballads,All things move toward their end,On that you can be sure,
Song Of Joy,Murder Ballads,On that you can be sure,,La la la la la la la la la la
Song Of Joy,Murder Ballads,,La la la la la la la la la la,La la la la la la la la la la
Song Of Joy,Murder Ballads,La la la la la la la la la la,La la la la la la la la la la,
Song Of Joy,Murder Ballads,La la la la la la la la la la,,Then one morning I awoke to find her weeping
Song Of Joy,Murder Ballads,,Then one morning I awoke to find her weeping,And for many days to follow
Song Of Joy,Murder Ballads,Then one morning I awoke to find her weeping,And for many days to follow,She grew so sad and lonely
Song Of Joy,Murder Ballads,And for many days to follow,She grew so sad and lonely,Became Joy in name only
Song Of Joy,Murder Ballads,She grew so sad and lonely,Became Joy in name only,Within her breast there launched an unnamed sorrow
Song Of Joy,Murder Ballads,Became Joy in name only,Within her breast there launched an unnamed sorrow,And a dark and grim force set sail
Song Of Joy,Murder Ballads,Within her breast there launched an unnamed sorrow,And a dark and grim force set sail,Farewell happy fields
Song Of Joy,Murder Ballads,And a dark and grim force set sail,Farewell happy fields,Where joy forever dwells
Song Of Joy,Murder Ballads,Farewell happy fields,Where joy forever dwells,Hail horrors hail
Song Of Joy,Murder Ballads,Where joy forever dwells,Hail horrors hail,
Song Of Joy,Murder Ballads,Hail horrors hail,,Was it an act of contrition or some awful premonition
Song Of Joy,Murder Ballads,,Was it an act of contrition or some awful premonition,As if she saw into the heart of her final blood-soaked night
Song Of Joy,Murder Ballads,Was it an act of contrition or some awful premonition,As if she saw into the heart of her final blood-soaked night,"Those lunatic eyes, that hungry kitchen knife"
Song Of Joy,Murder Ballads,As if she saw into the heart of her final blood-soaked night,"Those lunatic eyes, that hungry kitchen knife","Ah, I see, sir, that I have your attention!"
Song Of Joy,Murder Ballads,"Those lunatic eyes, that hungry kitchen knife","Ah, I see, sir, that I have your attention!","Well, could it be?"
Song Of Joy,Murder Ballads,"Ah, I see, sir, that I have your attention!","Well, could it be?",How often I’ve asked that question
Song Of Joy,Murder Ballads,"Well, could it be?",How often I’ve asked that question,"Well, then in quick succession"
Song Of Joy,Murder Ballads,How often I’ve asked that question,"Well, then in quick succession","We had babies, one, two, three"
Song Of Joy,Murder Ballads,"Well, then in quick succession","We had babies, one, two, three",
Song Of Joy,Murder Ballads,"We had babies, one, two, three",,"We called them Hilda, Hattie and Holly"
Song Of Joy,Murder Ballads,,"We called them Hilda, Hattie and Holly",They were their mother’s children
Song Of Joy,Murder Ballads,"We called them Hilda, Hattie and Holly",They were their mother’s children,Their eyes were bright blue jewels
Song Of Joy,Murder Ballads,They were their mother’s children,Their eyes were bright blue jewels,And they were quiet as a mouse
Song Of Joy,Murder Ballads,Their eyes were bright blue jewels,And they were quiet as a mouse,There was no laughter in the house
Song Of Joy,Murder Ballads,And they were quiet as a mouse,There was no laughter in the house,"No, not from Hilda, Hattie or Holly"
Song Of Joy,Murder Ballads,There was no laughter in the house,"No, not from Hilda, Hattie or Holly","“No wonder”, people said, “poor mother Joy’s so melancholy”"
Song Of Joy,Murder Ballads,"No, not from Hilda, Hattie or Holly","“No wonder”, people said, “poor mother Joy’s so melancholy”","Well, one night there came a visitor to our little home"
Song Of Joy,Murder Ballads,"“No wonder”, people said, “poor mother Joy’s so melancholy”","Well, one night there came a visitor to our little home",
Song Of Joy,Murder Ballads,"Well, one night there came a visitor to our little home",,I was visiting a sick friend
Song Of Joy,Murder Ballads,,I was visiting a sick friend,I was a doctor then
Song Of Joy,Murder Ballads,I was visiting a sick friend,I was a doctor then,Joy and the girls were on their own
Song Of Joy,Murder Ballads,I was a doctor then,Joy and the girls were on their own,
Song Of Joy,Murder Ballads,Joy and the girls were on their own,,La la la la la la la la la la
Song Of Joy,Murder Ballads,,La la la la la la la la la la,La la la la la la la la la la
Song Of Joy,Murder Ballads,La la la la la la la la la la,La la la la la la la la la la,
Song Of Joy,Murder Ballads,La la la la la la la la la la,,Joy had been bound with electrical tape
Song Of Joy,Murder Ballads,,Joy had been bound with electrical tape,In her mouth a gag
Song Of Joy,Murder Ballads,Joy had been bound with electrical tape,In her mouth a gag,She’d been stabbed repeatedly
Song Of Joy,Murder Ballads,In her mouth a gag,She’d been stabbed repeatedly,And stuffed into a sleeping bag
Song Of Joy,Murder Ballads,She’d been stabbed repeatedly,And stuffed into a sleeping bag,In their very cots my girls were robbed of their lives
Song Of Joy,Murder Ballads,And stuffed into a sleeping bag,In their very cots my girls were robbed of their lives,Method of murder much the same as my wife’s
Song Of Joy,Murder Ballads,In their very cots my girls were robbed of their lives,Method of murder much the same as my wife’s,Method of murder much the same as my wife’s
Song Of Joy,Murder Ballads,Method of murder much the same as my wife’s,Method of murder much the same as my wife’s,It was midnight when I arrived home
Song Of Joy,Murder Ballads,Method of murder much the same as my wife’s,It was midnight when I arrived home,Said to the police on the telephone
Song Of Joy,Murder Ballads,It was midnight when I arrived home,Said to the police on the telephone,Someone’s taken four innocent lives
Song Of Joy,Murder Ballads,Said to the police on the telephone,Someone’s taken four innocent lives,
Song Of Joy,Murder Ballads,Someone’s taken four innocent lives,,They never caught the man
Song Of Joy,Murder Ballads,,They never caught the man,He’s still on the loose
Song Of Joy,Murder Ballads,They never caught the man,He’s still on the loose,It seems he has done many many more
Song Of Joy,Murder Ballads,He’s still on the loose,It seems he has done many many more,Quotes John Milton on the walls in the victim’s blood
Song Of Joy,Murder Ballads,It seems he has done many many more,Quotes John Milton on the walls in the victim’s blood,The police are investigating at tremendous cost
Song Of Joy,Murder Ballads,Quotes John Milton on the walls in the victim’s blood,The police are investigating at tremendous cost,"In my house he wrote, “red right hand”"
Song Of Joy,Murder Ballads,The police are investigating at tremendous cost,"In my house he wrote, “red right hand”","That, I’m told is from Paradise Lost"
Song Of Joy,Murder Ballads,"In my house he wrote, “red right hand”","That, I’m told is from Paradise Lost",The wind round here gets wicked cold
Song Of Joy,Murder Ballads,"That, I’m told is from Paradise Lost",The wind round here gets wicked cold,But my story is nearly told
Song Of Joy,Murder Ballads,The wind round here gets wicked cold,But my story is nearly told,I fear the morning will bring quite a frost
Song Of Joy,Murder Ballads,But my story is nearly told,I fear the morning will bring quite a frost,
Song Of Joy,Murder Ballads,I fear the morning will bring quite a frost,,And so I’ve left my home
Song Of Joy,Murder Ballads,,And so I’ve left my home,I drift from land to land
Song Of Joy,Murder Ballads,And so I’ve left my home,I drift from land to land,I am upon your step and you are a family man
Song Of Joy,Murder Ballads,I drift from land to land,I am upon your step and you are a family man,Outside the vultures wheel
Song Of Joy,Murder Ballads,I am upon your step and you are a family man,Outside the vultures wheel,"The wolves howl, the serpents hiss"
Song Of Joy,Murder Ballads,Outside the vultures wheel,"The wolves howl, the serpents hiss","And to extend this small favour, friend"
Song Of Joy,Murder Ballads,"The wolves howl, the serpents hiss","And to extend this small favour, friend",Would be the sum of earthly bliss
Song Of Joy,Murder Ballads,"And to extend this small favour, friend",Would be the sum of earthly bliss,Do you reckon me a friend?
Song Of Joy,Murder Ballads,Would be the sum of earthly bliss,Do you reckon me a friend?,The sun to me is dark
Song Of Joy,Murder Ballads,Do you reckon me a friend?,The sun to me is dark,And silent as the moon
Song Of Joy,Murder Ballads,The sun to me is dark,And silent as the moon,"Do you, sir, have a room?"
Song Of Joy,Murder Ballads,And silent as the moon,"Do you, sir, have a room?",Are you beckoning me in?
Song Of Joy,Murder Ballads,"Do you, sir, have a room?",Are you beckoning me in?,La la la la la la la la la la
Song Of Joy,Murder Ballads,Are you beckoning me in?,La la la la la la la la la la,La la la la la la la la la la
Song Of Joy,Murder Ballads,La la la la la la la la la la,La la la la la la la la la la,La la la la la la la la la la
Song Of Joy,Murder Ballads,La la la la la la la la la la,La la la la la la la la la la,La la la la la la la la la la
Song Of Joy,Murder Ballads,La la la la la la la la la la,La la la la la la la la la la,
Stagger Lee,Murder Ballads,,It was back in ‘32 when times were hard,He had a Colt .45 and a deck of cards
Stagger Lee,Murder Ballads,It was back in ‘32 when times were hard,He had a Colt .45 and a deck of cards,Stagger Lee
Stagger Lee,Murder Ballads,He had a Colt .45 and a deck of cards,Stagger Lee,
Stagger Lee,Murder Ballads,Stagger Lee,,He wore rat-drawn shoes and an old stetson hat
Stagger Lee,Murder Ballads,,He wore rat-drawn shoes and an old stetson hat,"Had a ‘28 Ford, had payments on that"
Stagger Lee,Murder Ballads,He wore rat-drawn shoes and an old stetson hat,"Had a ‘28 Ford, had payments on that",Stagger Lee
Stagger Lee,Murder Ballads,"Had a ‘28 Ford, had payments on that",Stagger Lee,
Stagger Lee,Murder Ballads,Stagger Lee,,His woman threw him out in the ice and snow
Stagger Lee,Murder Ballads,,His woman threw him out in the ice and snow,"And told him, “Never ever come back no more”"
Stagger Lee,Murder Ballads,His woman threw him out in the ice and snow,"And told him, “Never ever come back no more”",Stagger Lee
Stagger Lee,Murder Ballads,"And told him, “Never ever come back no more”",Stagger Lee,
Stagger Lee,Murder Ballads,Stagger Lee,,So he walked through the rain and he walked through the mud
Stagger Lee,Murder Ballads,,So he walked through the rain and he walked through the mud,Till he came to a place called The Bucket Of Blood
Stagger Lee,Murder Ballads,So he walked through the rain and he walked through the mud,Till he came to a place called The Bucket Of Blood,Stagger Lee
Stagger Lee,Murder Ballads,Till he came to a place called The Bucket Of Blood,Stagger Lee,
Stagger Lee,Murder Ballads,Stagger Lee,,"He said, “Mr Motherfucker, you know who I am”"
Stagger Lee,Murder Ballads,,"He said, “Mr Motherfucker, you know who I am”","The barkeeper said, “No, and I don’t give a good goddamn”"
Stagger Lee,Murder Ballads,"He said, “Mr Motherfucker, you know who I am”","The barkeeper said, “No, and I don’t give a good goddamn”",To Stagger Lee
Stagger Lee,Murder Ballads,"The barkeeper said, “No, and I don’t give a good goddamn”",To Stagger Lee,
Stagger Lee,Murder Ballads,To Stagger Lee,,"He said, “Well bartender, it’s plain to see"
Stagger Lee,Murder Ballads,,"He said, “Well bartender, it’s plain to see",I’m that bad motherfucker called Stagger Lee”
Stagger Lee,Murder Ballads,"He said, “Well bartender, it’s plain to see",I’m that bad motherfucker called Stagger Lee”,Mr. Stagger Lee
Stagger Lee,Murder Ballads,I’m that bad motherfucker called Stagger Lee”,Mr. Stagger Lee,
Stagger Lee,Murder Ballads,Mr. Stagger Lee,,"Barkeep said, “Yeah, I’ve heard your name down the way"
Stagger Lee,Murder Ballads,,"Barkeep said, “Yeah, I’ve heard your name down the way",And I kick motherfucking asses like you every day”
Stagger Lee,Murder Ballads,"Barkeep said, “Yeah, I’ve heard your name down the way",And I kick motherfucking asses like you every day”,Mr Stagger Lee
Stagger Lee,Murder Ballads,And I kick motherfucking asses like you every day”,Mr Stagger Lee,
Stagger Lee,Murder Ballads,Mr Stagger Lee,,"Well, those were the last words that the barkeep said"
Stagger Lee,Murder Ballads,,"Well, those were the last words that the barkeep said",‘Cause Stag put four holes in his motherfucking head
Stagger Lee,Murder Ballads,"Well, those were the last words that the barkeep said",‘Cause Stag put four holes in his motherfucking head,
Stagger Lee,Murder Ballads,‘Cause Stag put four holes in his motherfucking head,,Just then in came a broad called Nellie Brown
Stagger Lee,Murder Ballads,,Just then in came a broad called Nellie Brown,Was known to make more money than any bitch in town
Stagger Lee,Murder Ballads,Just then in came a broad called Nellie Brown,Was known to make more money than any bitch in town,
Stagger Lee,Murder Ballads,Was known to make more money than any bitch in town,,"She struts across the bar, hitching up her skirt"
Stagger Lee,Murder Ballads,,"She struts across the bar, hitching up her skirt","Over to Stagger Lee, she starts to flirt"
Stagger Lee,Murder Ballads,"She struts across the bar, hitching up her skirt","Over to Stagger Lee, she starts to flirt",With Stagger Lee
Stagger Lee,Murder Ballads,"Over to Stagger Lee, she starts to flirt",With Stagger Lee,
Stagger Lee,Murder Ballads,With Stagger Lee,,"She saw the barkeep, said, “O God, he can’t be dead!”"
Stagger Lee,Murder Ballads,,"She saw the barkeep, said, “O God, he can’t be dead!”","Stag said, “Well, just count the holes in the motherfucker’s head”"
Stagger Lee,Murder Ballads,"She saw the barkeep, said, “O God, he can’t be dead!”","Stag said, “Well, just count the holes in the motherfucker’s head”",
Stagger Lee,Murder Ballads,"Stag said, “Well, just count the holes in the motherfucker’s head”",,"She said, “You look like you ain’t scored in quite a time."
Stagger Lee,Murder Ballads,,"She said, “You look like you ain’t scored in quite a time.",Why not come to my pad? It won’t cost you a dime”
Stagger Lee,Murder Ballads,"She said, “You look like you ain’t scored in quite a time.",Why not come to my pad? It won’t cost you a dime”,Mr. Stagger Lee
Stagger Lee,Murder Ballads,Why not come to my pad? It won’t cost you a dime”,Mr. Stagger Lee,
Stagger Lee,Murder Ballads,Mr. Stagger Lee,,“But there’s something I have to say before you begin
Stagger Lee,Murder Ballads,,“But there’s something I have to say before you begin,"You’ll have to be gone before my man Billy Dilly comes in,"
Stagger Lee,Murder Ballads,“But there’s something I have to say before you begin,"You’ll have to be gone before my man Billy Dilly comes in,",Stagger Lee”
Stagger Lee,Murder Ballads,"You’ll have to be gone before my man Billy Dilly comes in,",Stagger Lee”,
Stagger Lee,Murder Ballads,Stagger Lee”,,"“I’ll stay here till Billy Dilly comes in, till time comes to pass"
Stagger Lee,Murder Ballads,,"“I’ll stay here till Billy Dilly comes in, till time comes to pass",And furthermore I’ll fuck Billy Dilly in his motherfucking ass”
Stagger Lee,Murder Ballads,"“I’ll stay here till Billy Dilly comes in, till time comes to pass",And furthermore I’ll fuck Billy Dilly in his motherfucking ass”,Said Stagger Lee
Stagger Lee,Murder Ballads,And furthermore I’ll fuck Billy Dilly in his motherfucking ass”,Said Stagger Lee,
Stagger Lee,Murder Ballads,Said Stagger Lee,,"“I’m a bad motherfucker, don’t you know"
Stagger Lee,Murder Ballads,,"“I’m a bad motherfucker, don’t you know",And I’ll crawl over fifty good pussies just to get to one fat boy’s asshole”
Stagger Lee,Murder Ballads,"“I’m a bad motherfucker, don’t you know",And I’ll crawl over fifty good pussies just to get to one fat boy’s asshole”,Said Stagger Lee
Stagger Lee,Murder Ballads,And I’ll crawl over fifty good pussies just to get to one fat boy’s asshole”,Said Stagger Lee,
Stagger Lee,Murder Ballads,Said Stagger Lee,,"Just then Billy Dilly rolls in and said, “You must be"
Stagger Lee,Murder Ballads,,"Just then Billy Dilly rolls in and said, “You must be",That bad motherfucker called Stagger Lee”
Stagger Lee,Murder Ballads,"Just then Billy Dilly rolls in and said, “You must be",That bad motherfucker called Stagger Lee”,Stagger Lee
Stagger Lee,Murder Ballads,That bad motherfucker called Stagger Lee”,Stagger Lee,
Stagger Lee,Murder Ballads,Stagger Lee,,"“Yeah, I’m Stagger Lee and you better get down on your knees"
Stagger Lee,Murder Ballads,,"“Yeah, I’m Stagger Lee and you better get down on your knees","And suck my dick, because if you don’t you’re sure to be dead”"
Stagger Lee,Murder Ballads,"“Yeah, I’m Stagger Lee and you better get down on your knees","And suck my dick, because if you don’t you’re sure to be dead”",Said Stagger Lee
Stagger Lee,Murder Ballads,"And suck my dick, because if you don’t you’re sure to be dead”",Said Stagger Lee,
Stagger Lee,Murder Ballads,Said Stagger Lee,,Billy Dilly dropped down and slobbered on his head
Stagger Lee,Murder Ballads,,Billy Dilly dropped down and slobbered on his head,And Stag filled him full of lead
Stagger Lee,Murder Ballads,Billy Dilly dropped down and slobbered on his head,And Stag filled him full of lead,Oh yeah.
Stagger Lee,Murder Ballads,And Stag filled him full of lead,Oh yeah.,
Henry Lee,Murder Ballads,,"Get down, get down, little Henry Lee",And stay all night with me
Henry Lee,Murder Ballads,"Get down, get down, little Henry Lee",And stay all night with me,You won’t find a girl in this damn world
Henry Lee,Murder Ballads,And stay all night with me,You won’t find a girl in this damn world,That will compare with me
Henry Lee,Murder Ballads,You won’t find a girl in this damn world,That will compare with me,And the wind did howl and the wind did blow
Henry Lee,Murder Ballads,That will compare with me,And the wind did howl and the wind did blow,La la la la la
Henry Lee,Murder Ballads,And the wind did howl and the wind did blow,La la la la la,La la la la lee
Henry Lee,Murder Ballads,La la la la la,La la la la lee,A little bird lit down on Henry Lee
Henry Lee,Murder Ballads,La la la la lee,A little bird lit down on Henry Lee,
Henry Lee,Murder Ballads,A little bird lit down on Henry Lee,,I can’t get down and I won’t get down
Henry Lee,Murder Ballads,,I can’t get down and I won’t get down,And stay all night with thee
Henry Lee,Murder Ballads,I can’t get down and I won’t get down,And stay all night with thee,For the girl I have in that merry green land
Henry Lee,Murder Ballads,And stay all night with thee,For the girl I have in that merry green land,I love far better than thee
Henry Lee,Murder Ballads,For the girl I have in that merry green land,I love far better than thee,And the wind did howl and the wind did blow
Henry Lee,Murder Ballads,I love far better than thee,And the wind did howl and the wind did blow,La la la la la
Henry Lee,Murder Ballads,And the wind did howl and the wind did blow,La la la la la,La la la la lee
Henry Lee,Murder Ballads,La la la la la,La la la la lee,A little bird lit down on Henry Lee
Henry Lee,Murder Ballads,La la la la lee,A little bird lit down on Henry Lee,
Henry Lee,Murder Ballads,A little bird lit down on Henry Lee,,She leaned herself against a fence
Henry Lee,Murder Ballads,,She leaned herself against a fence,Just for a kiss or two
Henry Lee,Murder Ballads,She leaned herself against a fence,Just for a kiss or two,And with a little pen-knife held in her hand
Henry Lee,Murder Ballads,Just for a kiss or two,And with a little pen-knife held in her hand,She plugged him through and through
Henry Lee,Murder Ballads,And with a little pen-knife held in her hand,She plugged him through and through,And the wind did roar and the wind did moan
Henry Lee,Murder Ballads,She plugged him through and through,And the wind did roar and the wind did moan,La la la la la
Henry Lee,Murder Ballads,And the wind did roar and the wind did moan,La la la la la,La la la la lee
Henry Lee,Murder Ballads,La la la la la,La la la la lee,A little bird lit down on Henry Lee
Henry Lee,Murder Ballads,La la la la lee,A little bird lit down on Henry Lee,
Henry Lee,Murder Ballads,A little bird lit down on Henry Lee,,Come take him by his lilly-white hands
Henry Lee,Murder Ballads,,Come take him by his lilly-white hands,Come take him by his feet
Henry Lee,Murder Ballads,Come take him by his lilly-white hands,Come take him by his feet,And throw him in this deep deep well
Henry Lee,Murder Ballads,Come take him by his feet,And throw him in this deep deep well,Which is more than one hundred feet
Henry Lee,Murder Ballads,And throw him in this deep deep well,Which is more than one hundred feet,And the wind did howl and the wind did blow
Henry Lee,Murder Ballads,Which is more than one hundred feet,And the wind did howl and the wind did blow,La la la la la
Henry Lee,Murder Ballads,And the wind did howl and the wind did blow,La la la la la,La la la la lee
Henry Lee,Murder Ballads,La la la la la,La la la la lee,A little bird lit down on Henry Lee
Henry Lee,Murder Ballads,La la la la lee,A little bird lit down on Henry Lee,
Henry Lee,Murder Ballads,A little bird lit down on Henry Lee,,"Lie there, lie there, little Henry Lee"
Henry Lee,Murder Ballads,,"Lie there, lie there, little Henry Lee",Till the flesh drops from your bones
Henry Lee,Murder Ballads,"Lie there, lie there, little Henry Lee",Till the flesh drops from your bones,For the girl you have in that merry green land
Henry Lee,Murder Ballads,Till the flesh drops from your bones,For the girl you have in that merry green land,Can wait forever for you to come home
Henry Lee,Murder Ballads,For the girl you have in that merry green land,Can wait forever for you to come home,And the wind did howl and the wind did moan
Henry Lee,Murder Ballads,Can wait forever for you to come home,And the wind did howl and the wind did moan,La la la la la
Henry Lee,Murder Ballads,And the wind did howl and the wind did moan,La la la la la,La la la la lee
Henry Lee,Murder Ballads,La la la la la,La la la la lee,A little bird lit down on Henry Lee
Henry Lee,Murder Ballads,La la la la lee,A little bird lit down on Henry Lee,
Lovely Creature,Murder Ballads,,"There she stands, this lovely creature","There she stands, there she stands"
Lovely Creature,Murder Ballads,"There she stands, this lovely creature","There she stands, there she stands",With her hair full of ribbons
Lovely Creature,Murder Ballads,"There she stands, there she stands",With her hair full of ribbons,And green gloves on her hands
Lovely Creature,Murder Ballads,With her hair full of ribbons,And green gloves on her hands,
Lovely Creature,Murder Ballads,And green gloves on her hands,,So I asked this lovely creature
Lovely Creature,Murder Ballads,,So I asked this lovely creature,"Yes, I asked. Yes, I asked"
Lovely Creature,Murder Ballads,So I asked this lovely creature,"Yes, I asked. Yes, I asked",Would she walk with me a while
Lovely Creature,Murder Ballads,"Yes, I asked. Yes, I asked",Would she walk with me a while,Through this night so fast
Lovely Creature,Murder Ballads,Would she walk with me a while,Through this night so fast,
Lovely Creature,Murder Ballads,Through this night so fast,,"She took my hand, this lovely creature"
Lovely Creature,Murder Ballads,,"She took my hand, this lovely creature","“Yes”, she said, “Yes”, she said"
Lovely Creature,Murder Ballads,"She took my hand, this lovely creature","“Yes”, she said, “Yes”, she said","“Yes, I’ll walk with you a while”"
Lovely Creature,Murder Ballads,"“Yes”, she said, “Yes”, she said","“Yes, I’ll walk with you a while”",It was a joyful man she led
Lovely Creature,Murder Ballads,"“Yes, I’ll walk with you a while”",It was a joyful man she led,
Lovely Creature,Murder Ballads,It was a joyful man she led,,"Over hills, this lovely creature"
Lovely Creature,Murder Ballads,,"Over hills, this lovely creature","Over mountains, over ranges"
Lovely Creature,Murder Ballads,"Over hills, this lovely creature","Over mountains, over ranges",By great pyramids and sphinxs
Lovely Creature,Murder Ballads,"Over mountains, over ranges",By great pyramids and sphinxs,We met drifters and strangers
Lovely Creature,Murder Ballads,By great pyramids and sphinxs,We met drifters and strangers,
Lovely Creature,Murder Ballads,We met drifters and strangers,,"Oh the sands, my lovely creature"
Lovely Creature,Murder Ballads,,"Oh the sands, my lovely creature","And the mad, moaning winds"
Lovely Creature,Murder Ballads,"Oh the sands, my lovely creature","And the mad, moaning winds",At night the deserts writhed
Lovely Creature,Murder Ballads,"And the mad, moaning winds",At night the deserts writhed,With diabolical things
Lovely Creature,Murder Ballads,At night the deserts writhed,With diabolical things,
Lovely Creature,Murder Ballads,With diabolical things,,"Through the night, through the night"
Lovely Creature,Murder Ballads,,"Through the night, through the night",The wind lashed and it whipped me
Lovely Creature,Murder Ballads,"Through the night, through the night",The wind lashed and it whipped me,"When I got home, my lovely creature"
Lovely Creature,Murder Ballads,The wind lashed and it whipped me,"When I got home, my lovely creature",She was no longer with me
Lovely Creature,Murder Ballads,"When I got home, my lovely creature",She was no longer with me,
Lovely Creature,Murder Ballads,She was no longer with me,,"Somewhere she lies, this lovely creature"
Lovely Creature,Murder Ballads,,"Somewhere she lies, this lovely creature",Beneath the slow drifting sands
Lovely Creature,Murder Ballads,"Somewhere she lies, this lovely creature",Beneath the slow drifting sands,With her hair full of ribbons
Lovely Creature,Murder Ballads,Beneath the slow drifting sands,With her hair full of ribbons,And green gloves on her hands
Lovely Creature,Murder Ballads,With her hair full of ribbons,And green gloves on her hands,
Where the Wild Roses Grow,Murder Ballads,,They call me The Wild Rose,but my name was Elisa Day
Where the Wild Roses Grow,Murder Ballads,They call me The Wild Rose,but my name was Elisa Day,Why they call me it I do not know
Where the Wild Roses Grow,Murder Ballads,but my name was Elisa Day,Why they call me it I do not know,For my name was Elisa Day
Where the Wild Roses Grow,Murder Ballads,Why they call me it I do not know,For my name was Elisa Day,
Where the Wild Roses Grow,Murder Ballads,For my name was Elisa Day,,From the first day I saw her I knew she was the one
Where the Wild Roses Grow,Murder Ballads,,From the first day I saw her I knew she was the one,As she stared in my eyes and smiled
Where the Wild Roses Grow,Murder Ballads,From the first day I saw her I knew she was the one,As she stared in my eyes and smiled,For her lips were the colour of the roses
Where the Wild Roses Grow,Murder Ballads,As she stared in my eyes and smiled,For her lips were the colour of the roses,"That grew down the river, all bloody and wild"
Where the Wild Roses Grow,Murder Ballads,For her lips were the colour of the roses,"That grew down the river, all bloody and wild",
Where the Wild Roses Grow,Murder Ballads,"That grew down the river, all bloody and wild",,When he knocked on my door and entered the room
Where the Wild Roses Grow,Murder Ballads,,When he knocked on my door and entered the room,My trembling subsided in his sure embrace
Where the Wild Roses Grow,Murder Ballads,When he knocked on my door and entered the room,My trembling subsided in his sure embrace,"He would be my first man, and with a careful hand"
